x,y,group
4.23529411764706,4.44281524926686,A
4.79411764705882,4.57478005865103,A
5.05882352941177,3.79765395894428,A
5.85294117647059,3.87096774193548,A
5.98529411764706,3.54838709677419,A
5.79411764705882,4.85337243401759,A
6.58823529411765,4.94134897360704,A
6.92647058823529,4.44281524926686,A
7.30882352941177,3.82697947214076,A
7.94117647058824,4.41348973607038,A
7.63235294117647,4.95601173020528,A
7.02941176470588,5.42521994134897,A
7.47058823529412,6.04105571847507,A
7.79411764705882,5.77712609970674,A
8.35294117647059,5.45454545454545,A
8.58823529411765,4.86803519061584,A
9.47058823529412,5.90909090909091,A
9.29411764705882,6.55425219941349,A
8.54411764705882,5.95307917888563,A
8.11764705882353,6.56891495601173,A
8.6764705882353,6.87683284457478,A
7.91176470588236,7.09677419354839,A
7.45588235294118,7.77126099706745,A
8.10294117647059,7.91788856304985,A
8.55882352941177,8.18181818181818,A
8.95588235294118,7.63929618768328,A
9.80882352941177,7.47800586510264,A
9.44117647058824,8.13782991202346,A
9.1764705882353,9.10557184750733,A
8.58823529411765,9.17888563049853,A
8.30882352941177,8.82697947214076,A
7.82352941176471,9.26686217008798,A
7.22058823529412,8.75366568914956,A
6.70588235294118,9.41348973607038,A
6.89705882352941,9.3108504398827,A
7.23529411764706,9.67741935483871,A
8.07352941176471,10.0733137829912,A
6.44117647058824,10.1612903225806,A
5.85294117647059,9.54545454545454,A
5.19117647058824,9.89736070381232,A
5.19117647058824,8.12316715542522,B
5.97058823529412,7.17008797653959,B
5.88235294117647,5.89442815249267,B
5.51470588235294,6.29032258064516,B
5.01470588235294,6.04105571847507,B
4.88235294117647,6.83284457478006,B
4.39705882352941,7.33137829912023,B
4.39705882352941,8.03519061583578,B
3.55882352941176,7.94721407624633,B
2.94117647058824,7.78592375366569,B
3.11764705882353,7.40469208211144,B
2.04411764705882,7.65395894428152,B
2.16176470588235,6.9941348973607,B
1.77941176470588,7.11143695014663,B
2.85294117647059,6.59824046920821,B
3.82352941176471,6.67155425219941,B
3.57352941176471,5.93841642228739,B
2.25,6.27565982404692,B
1.17647058823529,6.42228739002932,B
1.14705882352941,5.41055718475073,B
1.76470588235294,5.57184750733138,B
2.35294117647059,5.30791788856305,B
2.88235294117647,5.08797653958944,B
2.85294117647059,4.23753665689149,B
3.42647058823529,3.57771260997067,B
2.39705882352941,4.58944281524927,B
1.51470588235294,4.58944281524927,B
0.661764705882353,4.3841642228739,B
1.20588235294118,4.01759530791789,B
2.10294117647059,3.841642228739,B
2.70588235294118,3.37243401759531,B
1.86764705882353,3.43108504398827,B
1.83823529411765,2.90322580645161,B
1.26470588235294,3.37243401759531,B
1.33823529411765,2.88856304985337,B
1.63235294117647,2.24340175953079,B
2.14705882352941,2.68328445747801,B
2.80882352941176,2.66862170087976,B
4.4264705882353,2.68328445747801,B
3.98529411764706,2.33137829912023,B
3.23529411764706,2.05278592375367,B
2.67647058823529,1.64222873900293,B
2.02941176470588,1.80351906158358,B
2.95588235294118,0.894428152492669,B
3.64705882352941,0.96774193548387,B
3.86764705882353,1.65689149560117,B
4.66176470588235,1.61290322580645,B
5.32352941176471,2.06744868035191,B
8.70588235294118,0.777126099706745,B
8.33823529411765,0.293255131964809,B
7.72058823529412,0.117302052785924,B
7.55882352941177,0.762463343108504,B
7.11764705882353,1.17302052785924,B
6.80882352941177,0.439882697947214,B
6.60294117647059,0.498533724340176,B
7.11764705882353,-0.0879765395894427,B
6.20588235294118,1.24633431085044,B
5.83823529411765,0.0586510263929618,B
5.22058823529412,0.835777126099707,B
4.72058823529412,0.30791788856305,B
4.19117647058824,0.234604105571847,B
